ID,Sirsi Value,Preferred Label,URI
660ebf4b-1195-3710-b409-915c50f4bbd0,"'Espinasse, Isaac, 1758-1834","'Espinasse, Isaac, 1758-1834",http://id.loc.gov/authorities/names/n85024240
cabe981d-5663-3370-98b2-da731622a97e,"A.B. Kidder & Son's,",A.B. Kidder & Son's,http://id.loc.gov/authorities/names/no99002750
a9e69d9f-0823-32c7-8553-9b50c2e4a63f,"A. Bettesworth and C. Hitch (Firm),",A. Bettesworth and C. Hitch (Firm),http://id.loc.gov/authorities/names/nr97040248
3b3caa3e-eba8-3679-b32a-6a8469c2ae78,A. Hoen & Co.,A. Hoen & Co.,http://id.loc.gov/authorities/names/n50023560
91433354-0dbe-3d10-9118-d49e970d512f,A.P. Bibb & Co.,A.P. Bibb & Co.,http://id.loc.gov/authorities/names/no95008547
f3ca3ffd-419d-3335-a658-6a894631cc79,"Aa, Pieter van der, 1659-1733","Aa, Pieter van der, 1659-1733",http://id.loc.gov/authorities/names/n83120429
aa412cf1-dc18-351a-bba8-80bee50e7368,"Abbot, Henry L.","Abbot, Henry L.",http://id.loc.gov/authorities/names/n85207541
3c162c6a-f616-311d-a3a7-9d2e94e9f89d,"Abbott, Charles, Baron Tenterden, 1762-1832","Abbott, Charles, Baron Tenterden, 1762-1832",http://id.loc.gov/authorities/names/n84205348
86d5acf7-faf3-3f68-bac4-45abacebb53b,"Abbott, Emma, 1850-1891","Abbott, Emma, 1850-1891",http://id.loc.gov/authorities/names/nr94000925
e07b06b1-deff-3cef-88bd-1190b1317b34,"Abbott, Jean,","Abbott, Jean",http://id.loc.gov/authorities/names/n79034573
b8f9a282-fdbf-3134-8a1a-9ef3213c2aee,"Abert, John James, 1788-1863","Abert, John James, 1788-1863",http://id.loc.gov/authorities/names/nr92005908
c17e60bc-31d8-3b1c-b28f-bf43e3a413d7,"Abt, Franz, 1819-1885","Abt, Franz, 1819-1885",http://id.loc.gov/authorities/names/n87801355
20c99540-d8ad-33a9-82e0-c76ddac39f5a,"Acherley, Roger, 1665?-1740","Acherley, Roger, 1665?-1740",http://id.loc.gov/authorities/names/n84205368
0295d180-0e7b-33a3-8651-8b25adf9377d,"Ackerman, George W.,","Ackerman, George W.",http://id.loc.gov/authorities/names/nr95047352
b905886a-d417-357f-b9e6-a27fb8b2e0bc,"Adam, Adolphe, 1803-1856","Adam, Adolphe, 1803-1856",http://id.loc.gov/authorities/names/n80057007
793a4ed7-55c4-3222-8be0-aee5929a7c98,"Adams, Edwin, 1834-1877","Adams, Edwin, 1834-1877",http://id.loc.gov/authorities/names/nr2001018199
532245fa-d1ec-3576-ab76-d90e4c586c95,"Adams, G. Zelotes (Gamaliel Zelotes), 1814-","Adams, G. Zelotes (Gamaliel Zelotes), 1814-",http://id.loc.gov/authorities/names/n88088803
e26d89a2-48dd-36bf-87eb-7a55d59b6df8,"Adams, I. Hull.","Adams, I. Hull",http://id.loc.gov/authorities/names/no2006052588
63ef7f0e-0a31-35aa-8c37-7d42e4709568,"Adams, Robert.","Adams, Robert",
f9fd5945-d193-3d9e-a3c4-5f5748f872b9,"Adams, Stephen, 1844-1913","Adams, Stephen, 1844-1913",http://id.loc.gov/authorities/names/no93032370
40a5a2ff-2e32-38e8-a308-d6d370038f37,Adams.,Adams,
6e30dec9-3b44-31d4-82cd-6994e5c42640,Adams.,Adams,
ad051ac1-d24e-3088-8072-82c9c26b4ea0,"Addie,",Addie,
e2e8bd30-ad6e-3b10-af2e-b11d728a4b03,"Addison, H. R. (Henry Robert), 1805?-1876","Addison, H. R. (Henry Robert), 1805?-1876",http://id.loc.gov/authorities/names/n81127105
29b59aa7-487c-36c8-8182-eeafabe11a59,"Addison, Joseph, 1672-1719","Addison, Joseph, 1672-1719",http://id.loc.gov/authorities/names/n80051828
6b34421b-810f-39db-b47f-2d44df33e445,"A Drafted Wide Awake, pseud.","A Drafted Wide Awake, pseud",
84e8aab1-00c8-32ab-a7b6-861f928c5597,Aesculapian Society (University of Virginia),Aesculapian Society (University of Virginia),http://id.loc.gov/authorities/names/no2006060229
675d5e80-e012-347a-9c2a-330e74e30504,"Agricultural Society of Albemarle (Charlottesville, Va.)","Agricultural Society of Albemarle (Charlottesville, Va.)",http://id.loc.gov/authorities/names/nr97016550
3c2649aa-8103-3617-93c2-0831bb7f4450,"Agus, Giuseppe.","Agus, Giuseppe, approximately 1725-1803",http://id.loc.gov/authorities/names/nb2022017883
a1ab2b6f-dd49-37f3-8bd1-5705e0c17dcb,"Aïdé, Hamilton, 1826-1906","Aïdé, Hamilton, 1826-1906",http://id.loc.gov/authorities/names/n82158360
fcd5ae68-71a7-3ab6-806c-c8d13e1f4d63,"Akrell, Carl Fredrik, 1779-1868","Akrell, Carl Fredrik, 1779-1868",http://id.loc.gov/authorities/names/nr2001012305
8cfb8d9b-48d0-34e2-9282-1ee2e531b28c,Alabama. Legislature. Senate.,Alabama. Legislature. Senate,http://id.loc.gov/authorities/names/n83187799
31e0df03-e88f-3f80-bb22-8f9fddb0ebce,"Albani, Emma, Dame","Albani, Emma, Dame",http://id.loc.gov/authorities/names/n85110681
39be6050-bbed-3e44-bcd3-6536099edbdc,"Alber, Hermann.","Alber, Hermann",
9dac4d01-3371-399b-a6c6-845a06cd3fe1,"Albert, Charles d', 1809-1886","Albert, Charles d', 1809-1886",http://id.loc.gov/authorities/names/nr95045474
37b5b59e-0ef9-339a-b256-36ba67481daf,Albert H. Small Declaration of Independence Collection (University of Virginia),Albert H. Small Declaration of Independence Collection (University of Virginia),http://id.loc.gov/authorities/names/no2003082306
65f9b787-89e4-3f70-9de8-3dfaee2fe3a5,"Alberti, H.","Alberti, H.",http://id.loc.gov/authorities/names/n2011023998
9dc53756-b779-3afd-8e7c-48f04d73c17b,"Alberti, Leon Battista, 1404-1472","Alberti, Leon Battista, 1404-1472",http://id.loc.gov/authorities/names/n79005570
72693664-e9f2-3911-b567-2ddcddec6f61,"Alberti, Pietro.","Alberti, Pietro",
c8e46ceb-446a-32ed-a831-402b0e71d547,"Alberti, Pietro.","Alberti, Pietro",
a680bf39-f8e7-3a2a-a22b-9de953d435b6,"Albicastro, Henricus.","Albicastro, Henricus",http://id.loc.gov/authorities/names/n81053691
6fa7878f-d042-31e2-926d-10a798895213,"Alciati, Andrea, 1492-1550","Alciati, Andrea, 1492-1550",http://id.loc.gov/authorities/names/n80037772
